ID:新冠肺炎|我采访了刚到中国支援的德国顶尖病毒研究家
{'danmu_send_time': '2021-01-14 21:14:21', 'text': '新年快乐虽然是不完美的一年'}
{'reply_time': '2020-02-06 13:58:02', 'reply_like': 2, 'reply_content': '泉州这边一个人传染了4000人[无语][无语][无语]'}
{'reply_time': '2020-02-06 13:46:53', 'reply_like': 2, 'reply_content': '捐助可以直接联系一线医院'}
{'reply_time': '2020-02-06 07:40:17', 'reply_like': 2, 'reply_content': '作为泰顺老乡，我表示  泰顺县城昨天确诊一个  现在已经在找密切接触者了   小区也在前几天半封锁了   祝你早日康复  我们会跟你一起防病毒的  浙江加油，温州加油，泰顺加油(ง•̀_•́)ง！！！！'}
{'reply_time': '2020-02-06 02:55:10', 'reply_like': 2, 'reply_content': '我们这块有人携带但是没表现出来，三十之前把自己所有亲戚都走了一遍[捂脸]，唉，后来被隔离了，可能是提前给自己找个“伴”？'}
{'reply_time': '2020-02-06 02:09:34', 'reply_like': 2, 'reply_content': '自己隔离，那就是待在家里，何必再浪费一个口罩呢？而且隔离的就不要戴带空气阀的'}
{'reply_time': '2020-02-06 01:12:17', 'reply_like': 2, 'reply_content': '2月2是我的公历生日，2月5（阴历1月12）是我的农历生日，希望中国能快点度过这次浩劫，我的闺蜜也绝对安全，全家都开开心心，中国加油！！'}
{'reply_time': '2020-02-06 00:35:37', 'reply_like': 2, 'reply_content': '同温州泰顺啊'}
{'reply_time': '2020-02-05 23:16:36', 'reply_like': 2, 'reply_content': '我把这期视频给家里人看了，谢谢库特，也祝你和家人健健康康的。'}
{'reply_time': '2020-02-05 22:33:31', 'reply_like': 2, 'reply_content': '[笑哭]我每次点外卖都是让放门口，突然觉得这个习惯还是有点用。'}
{'reply_time': '2020-02-05 22:19:13', 'reply_like': 2, 'reply_content': '[热词系列_奥力给]'}
{'reply_time': '2020-02-05 22:05:13', 'reply_like': 2, 'reply_content': '裤头，捐款渠道要谨慎考虑，不要捐到武汉红十字会了[加油武汉][加油武汉]'}
{'reply_time': '2020-02-05 21:43:03', 'reply_like': 2, 'reply_content': '怎么我看着办播放量一？'}
{'reply_time': '2020-02-05 21:43:24', 'reply_like': 0, 'reply_content': '加油裤头菌'}
{'reply_time': '2020-02-05 21:41:40', 'reply_like': 3, 'reply_content': '裤头祝福你好会来'}
{'reply_time': '2020-02-05 21:42:05', 'reply_like': 3, 'reply_content': '……'}
{'reply_time': '2020-02-05 21:41:09', 'reply_like': 3, 'reply_content': '啊啊啊啊呜呜大家都要注意啊'}
{'reply_time': '2020-02-29 20:05:02', 'reply_like': 1, 'reply_content': '需要隔离的人，带呼吸阀的口罩？up主现在果然什么人都能做'}
{'reply_time': '2020-02-22 19:03:42', 'reply_like': 1, 'reply_content': '一些老人们觉得什么都不如 儿女回去看他们重要 唉！'}
{'reply_time': '2020-02-20 00:27:56', 'reply_like': 1, 'reply_content': '你还好吗？'}
{'reply_time': '2020-02-15 00:05:04', 'reply_like': 1, 'reply_content': '库特支付宝捐助了收益，好小伙子。'}
{'reply_time': '2020-02-14 14:06:15', 'reply_like': 1, 'reply_content': '全国有多少这样想法的人 ，以至于后来遍地开花，哎，现在大家齐心协力希望快点好起来吧'}
{'reply_time': '2020-02-14 12:35:21', 'reply_like': 1, 'reply_content': '加油'}
{'reply_time': '2020-02-13 00:44:46', 'reply_like': 1, 'reply_content': '我来晚了[捂脸]'}
{'reply_time': '2020-02-11 20:01:05', 'reply_like': 1, 'reply_content': '真要有症状，我也不敢拉我奶奶去医院检查。不仅仅是怕交叉感染，而是奶奶自身本身就有很大的性格缺陷，她固执己见侥幸极端，长久以来都是我家的“不可说”，一旦我和我爸妈发表要她去检查一下就怕万一，她就会发怒，说你是不是咒我死，然后开始翻她自以为是的旧账。\n\n我想我家这种情况虽说不是大家都有，但也属于一种群体现象吧。直到现在我都是抱着多一事不如少一事的心态少和我奶奶接触，人老了，我怕她想不开，怕她口无遮拦，也怕她无端自己气出病来，到头来如果让她去检查了只是普通感冒，她可不会体谅你的用心。\n\n我真的太南了。'}
{'reply_time': '2020-02-10 03:02:17', 'reply_like': 1, 'reply_content': '原来是老乡 我还关注你了'}
{'reply_time': '2020-02-10 01:20:08', 'reply_like': 1, 'reply_content': '你的口罩带呼吸阀的 你呼出的气 会不经过滤 直接到空气里'}
{'reply_time': '2020-02-09 21:55:21', 'reply_like': 1, 'reply_content': '我觉得上海最近管理真的太松了，敞开了让人回来，送我上去，让管理层看见'}
{'reply_time': '2020-02-09 14:12:34', 'reply_like': 1, 'reply_content': '我完了我快死了，我六号和我妈去了眼科医院。因为我眼睛痛了半个月实在受不了了。去完医院顺路去超市买了菜。以为没人结果很多人。因为当时我们这里只有一个病例所以没太在意。回来后报道，病例增加到三例其中一例还得卖披萨的。同时美团贩售。现在有四百多家接触者在找。7号开始胃不舒服拉肚子。我爸妈我弟倒没什么事。我完了我怀疑我染上了呜呜呜呜呜呜活不长了还害死我们家'}
{'reply_time': '2020-02-09 00:22:27', 'reply_like': 1, 'reply_content': '老家寿宁的就在泰顺隔壁，小时候我爸天天带我去泰顺玩导致我前几天还因为泰顺是宁德的（寿宁是宁德的）现在都不敢会寿宁了，希望一切都好'}
{'reply_time': '2020-02-08 11:38:45', 'reply_like': 1, 'reply_content': '我和库特是老乡！！！'}
{'reply_time': '2020-02-08 06:35:29', 'reply_like': 1, 'reply_content': '我是真的没想过我们温州会变这么严重。因为一开始是湖北最严重，其次广东，然后其他省份没有几个，到后期温州居然反超...真的太可怕啦。真的别侥幸心理，乖乖呆家里，等通知吧'}
{'reply_time': '2020-02-07 17:37:24', 'reply_like': 1, 'reply_content': '口罩上擦拭酒精会致使病毒留在口罩上。大家注意一下。'}
{'reply_time': '2020-02-07 16:49:24', 'reply_like': 1, 'reply_content': '很多人都是心存侥幸心理导致越来越糟'}
{'reply_time': '2020-02-07 10:10:43', 'reply_like': 1, 'reply_content': '你戴呼吸阀的口罩不行[笑哭]'}
{'reply_time': '2020-02-07 09:05:02', 'reply_like': 1, 'reply_content': '我也被通知同乘航班有人确诊了。。。不过咽拭子阴性，放心了'}
{'reply_time': '2020-02-07 02:23:45', 'reply_like': 1, 'reply_content': '温度计那里是我看错了吗[惊讶]你怎么连36度都没有[呆]'}
{'reply_time': '2020-02-06 23:37:38', 'reply_like': 1, 'reply_content': '真的不要抱有侥幸心理！！'}
{'reply_time': '2020-02-06 23:20:09', 'reply_like': 1, 'reply_content': '加油！库特。'}
{'reply_time': '2020-02-06 21:58:26', 'reply_like': 1, 'reply_content': '深圳无话可说，待的好好的，然后跟我说确诊人数突然超过gz[无语]，我害怕极了，抱起我的肥宅快乐水就是一顿痛饮[doge]'}
{'reply_time': '2020-02-06 18:55:16', 'reply_like': 1, 'reply_content': '弹幕里一直逼逼那你呢那你呢，人家为此特地做视频亲身体验并表后悔还不够？要给弹幕大神下跪？[tv_白眼]'}
{'reply_time': '2020-02-06 18:14:58', 'reply_like': 1, 'reply_content': '希望up和大家都平平安安的，加油！[打call]'}
{'reply_time': '2020-02-06 17:35:46', 'reply_like': 1, 'reply_content': '台州人表示这次政府真的有很严肃的在处理'}
{'reply_time': '2020-02-06 17:15:28', 'reply_like': 1, 'reply_content': '库特加油！会好起来的！'}
{'reply_time': '2020-02-06 18:28:38', 'reply_like': 0, 'reply_content': '哇12级大佬'}
{'reply_time': '2020-02-06 16:55:46', 'reply_like': 1, 'reply_content': '我们市有个从武汉回来的，过年期间沃尔玛超市，公园，打车到处跑，最牛逼的是还家庭聚会。去医院还不戴口罩。（已确诊）对于这种人，你怕不怕，所以放下侥幸心理，和我一样家里待的（我去年结婚，今年大拜年都取消了）'}
{'reply_time': '2020-02-06 15:23:53', 'reply_like': 1, 'reply_content': '我奶奶到现在都还天天出去外面，怎么说都没用[捂脸]'}
{'reply_time': '2020-02-06 15:18:37', 'reply_like': 1, 'reply_content': '病毒离我们其实很近的，21号那会儿就有外省确诊患者在万达和洗浴中心活动，那会儿逛街买年货的人特别多，不敢想象他出去这一次会感染多少人[囧]'}
{'reply_time': '2020-02-06 15:20:07', 'reply_like': 0, 'reply_content': '可怕的是我们2月1号才知道有这事[囧]已经过去一周多了'}
{'reply_time': '2020-02-06 15:00:04', 'reply_like': 1, 'reply_content': '别捐给红十字~捐全国透明度最高的那个！不知道能不能捐，听说暂停了！'}
{'reply_time': '2020-02-06 14:23:32', 'reply_like': 1, 'reply_content': '就你还得肺炎？你配吗？[doge][doge]'}
{'reply_time': '2020-02-06 12:47:16', 'reply_like': 1, 'reply_content': '口罩吃紧，几乎找不到正规渠道正常购买，要么下架要么没货。 好在从未出门，但是临近上班的日子，口罩又紧缺太难了'}
{'reply_time': '2020-02-06 12:37:35', 'reply_like': 1, 'reply_content': '[tv_doge]温州老乡冲冲冲'}
{'reply_time': '2020-02-06 11:38:41', 'reply_like': 1, 'reply_content': '其实我仔细想一想。假如啊，假如我爸爸感染了。那我们全家。。我爸爸去买菜。商贩可能感染。又感染其他买菜的。我爸打牌。又能感染一波打牌的。他们都有家。回家感染家人。然后继续扩散。。细思极恐。。所以感觉大家还是要注意。。现在基本是家里蹲着不出门。刷哔哩哔哩23333'}
{'reply_time': '2020-02-06 11:24:59', 'reply_like': 1, 'reply_content': '别捐红十'}
{'reply_time': '2020-02-06 11:00:26', 'reply_like': 1, 'reply_content': '有疑似病例的人最好不要带呼吸阀的口罩，呼吸阀可以防止吸入但是可以呼出'}
{'reply_time': '2020-02-06 10:58:11', 'reply_like': 1, 'reply_content': '库特也温州的！我i了'}
{'reply_time': '2020-02-06 10:46:26', 'reply_like': 1, 'reply_content': '一天26小时在家'}
{'reply_time': '2020-02-06 10:32:50', 'reply_like': 1, 'reply_content': '温州人关注一下'}
{'reply_time': '2020-02-06 10:08:56', 'reply_like': 1, 'reply_content': '库特不能戴有呼吸阀的口罩啊'}
{'reply_time': '2020-02-06 04:40:29', 'reply_like': 1, 'reply_content': '就是因为有这样的侥幸心理，[阴险][阴险]'}
{'reply_time': '2020-02-06 03:14:39', 'reply_like': 1, 'reply_content': '我一个贵州人被全国包围瑟瑟发抖[囧][囧]'}
{'reply_time': '2020-02-06 19:38:22', 'reply_like': 0, 'reply_content': 'oh完了😱，刚说完贵阳就有一个患者瞒报到处浪（打麻将、买菜还去医院吊针，最关键的是没戴口罩）现在贵阳已经有很多人感染了。。。家里人还不让强制隔离，死不认账'}
{'reply_time': '2020-02-06 02:48:58', 'reply_like': 1, 'reply_content': '你看上去没啥事情呀'}
{'reply_time': '2020-02-06 02:38:18', 'reply_like': 1, 'reply_content': '加油[热词系列_奥力给]'}
{'reply_time': '2020-02-06 02:04:41', 'reply_like': 1, 'reply_content': '看到库特这个标题真的吓死我了，幸好，不是我说，库特也不配新型冠状病毒，谁让你带了口罩呢[doge]'}
{'reply_time': '2020-02-06 01:32:12', 'reply_like': 1, 'reply_content': '这次疫情反应几个问题，一是吃野味这种陋习，没有受到十分严厉打击，还有食物安全意识薄弱。二是大家防范意识不到位，口罩，消毒用品大部分没有备足，导致了事情发生后大家才开始去备好防护用品。也希望疫情缓解后，大家都能吃个教训，我们过得安逸，但不代表没有危险，最后，武汉加油！中国加油！[打call][打call][打call]'}
{'reply_time': '2020-02-06 01:22:31', 'reply_like': 1, 'reply_content': '加油裤头君'}
{'reply_time': '2020-02-06 01:09:44', 'reply_like': 1, 'reply_content': '这个口罩有阀'}
{'reply_time': '2020-02-06 01:12:38', 'reply_like': 1, 'reply_content': '有阀的口罩  普通人带没事  因为呼吸阀  不限制呼气，限制吸气  普通人带上的话也可以防病毒 但如果是感染的人戴上  那么这个病毒就有可能通过呼吸阀出来'}
{'reply_time': '2020-02-07 00:23:56', 'reply_like': 0, 'reply_content': '回复 @有关微可爱 :所以呢？'}
{'reply_time': '2020-02-08 11:08:09', 'reply_like': 0, 'reply_content': '回复 @炙羽 :没感染病毒的人，可以带这个口罩\n而感染病毒的人，最好不要带，因为病毒可能通过呼气传出来'}
{'reply_time': '2020-02-08 12:39:09', 'reply_like': 0, 'reply_content': '回复 @有关微可爱 :对、所以我提醒up主这个有阀、'}
{'reply_time': '2020-02-06 00:55:14', 'reply_like': 1, 'reply_content': '我好像记得库特说车厢有人要换位置'}
{'reply_time': '2020-02-05 23:12:54', 'reply_like': 1, 'reply_content': '心情复杂不知道说什么[蛆音娘_害怕]'}
{'reply_time': '2020-02-05 23:12:23', 'reply_like': 1, 'reply_content': '我现在在老家台州，我哥在初五回西安，当时就想让我爸早点走，我爸觉得没事，订的2.5号的票，被取消两次，今天晚上十一点本来从宁波走，但今天下午又不能走，因此又把票退了，打算明天开车回，然后现在被告知西安要封城。犹豫就会败笔啊。只能希望早点结束。祝各位身体健康[微笑][doge]'}
{'reply_time': '2020-02-05 22:41:25', 'reply_like': 1, 'reply_content': '一切可能或确诊的新冠都不能带呼吸阀的口罩，貌似是这样。'}
{'reply_time': '2020-02-05 22:37:11', 'reply_like': 1, 'reply_content': '弱小和无知不是生存的障碍，傲慢才是。'}
{'reply_time': '2020-02-05 22:20:28', 'reply_like': 1, 'reply_content': '加油'}
{'reply_time': '2020-02-05 22:21:58', 'reply_like': 1, 'reply_content': '加油，奥利给'}
{'reply_time': '2020-02-05 22:12:48', 'reply_like': 1, 'reply_content': '加油'}
{'reply_time': '2020-02-05 22:09:29', 'reply_like': 1, 'reply_content': '太吓人了'}
{'reply_time': '2020-02-05 22:09:05', 'reply_like': 1, 'reply_content': '裤头加油啊，早日解除隔离观察[点赞]'}
{'reply_time': '2020-02-05 22:05:07', 'reply_like': 1, 'reply_content': '我我我也是泰顺的(〜￣△￣)〜(〜￣△￣)〜'}
{'reply_time': '2020-02-05 22:01:06', 'reply_like': 1, 'reply_content': '大家都要注意防范千万不能有侥幸心理啊[加油武汉][加油武汉]'}
{'reply_time': '2020-02-05 21:57:10', 'reply_like': 1, 'reply_content': '加油!!!'}
{'reply_time': '2020-02-05 21:53:44', 'reply_like': 1, 'reply_content': '裤头加油，祝你十四天嘛事没有。'}
{'reply_time': '2020-02-05 21:50:55', 'reply_like': 1, 'reply_content': '裤头一定会健康的，加油[热词系列_奥力给]'}
{'reply_time': '2020-02-05 21:51:57', 'reply_like': 1, 'reply_content': '我温岭回江苏，现在还在自家隔离，10天了'}
{'reply_time': '2020-02-05 21:46:06', 'reply_like': 1, 'reply_content': '原来裤头离我这么近'}
{'reply_time': '2020-02-05 21:47:24', 'reply_like': 1, 'reply_content': '祝你平安'}
